,assessment_id,country,country_id,enforcement,id,name,territory_id,territory_name,year
0,1105,Afghanistan,1,Unknown,4051,Criminal_New_Employee_Training,,,2016
1,1105,Afghanistan,1,Unknown,4052,Criminal_New_Law_Training,,,2016
2,1105,Afghanistan,1,Unknown,4053,Criminal_Refresher_Courses,,,2016
3,1105,Afghanistan,1,60,4054,Criminal_Investigations,,,2016
4,1105,Afghanistan,1,Unknown,4055,Criminal_Violations,,,2016
5,1105,Afghanistan,1,Unknown,4056,Criminal_Prosecutions,,,2016
6,1105,Afghanistan,1,Unknown,4057,Criminal_Convictions,,,2016
7,1105,Afghanistan,1,Yes,4058,Criminal_Referral_Mechanism,,,2016
8,1105,Afghanistan,1,Unknown,4059,Labor_Funding,,,2016
9,1105,Afghanistan,1,32,4060,Labor_Inspectors,,,2016
10,1105,Afghanistan,1,Unknown,4061,Dedicated_Labor_Inspectors,,,2016
11,1105,Afghanistan,1,No,4062,Labor_Inspectors_Intl_Standards,,,2016
12,1105,Afghanistan,1,No,4063,Authorized_Access_Penalties,,,2016
13,1105,Afghanistan,1,No,4064,Labor_New_Employee_Training,,,2016
14,1105,Afghanistan,1,N/A,4065,Labor_New_Law_Training,,,2016
15,1105,Afghanistan,1,Unknown,4066,Labor_Refresher_Courses,,,2016
16,1105,Afghanistan,1,Unknown,4067,Labor_Inspections,,,2016
17,1105,Afghanistan,1,Unknown,4068,Labor_Worksite_Inspections,,,2016
18,1105,Afghanistan,1,Unknown,4069,Labor_Desk_Review_Inspections,,,2016
19,1105,Afghanistan,1,Unknown,4070,Labor_Violations,,,2016
20,1105,Afghanistan,1,Unknown,4071,Labor_Penalties_Imposed,,,2016
21,1105,Afghanistan,1,Unknown,4072,Labor_Penalties_Collected,,,2016
22,1105,Afghanistan,1,Unknown,4073,Labor_Routine_Inspections_Conducted,,,2016
23,1105,Afghanistan,1,Unknown,4074,Labor_Routine_Inspections_Targeted,,,2016
24,1105,Afghanistan,1,Yes,4075,Labor_Unannounced_Inspections_Premitted,,,2016
25,1105,Afghanistan,1,Unknown,4076,Labor_Unannounced_Inspections_Conducted,,,2016
26,1105,Afghanistan,1,Yes,4077,Labor_Complaint_Mechanism,,,2016
27,1105,Afghanistan,1,Yes,4078,Labor_Referral_Mechanism,,,2016
28,1106,Albania,2,Yes,4079,Criminal_New_Employee_Training,,,2016
29,1106,Albania,2,N/A,4080,Criminal_New_Law_Training,,,2016
30,1106,Albania,2,Yes,4081,Criminal_Refresher_Courses,,,2016
31,1106,Albania,2,19,4082,Criminal_Investigations,,,2016
32,1106,Albania,2,21,4083,Criminal_Violations,,,2016
33,1106,Albania,2,17,4084,Criminal_Prosecutions,,,2016
34,1106,Albania,2,8,4085,Criminal_Convictions,,,2016
35,1106,Albania,2,Yes,4086,Criminal_Referral_Mechanism,,,2016
36,1106,Albania,2,142953.97,4087,Labor_Funding,,,2016
37,1106,Albania,2,113,4088,Labor_Inspectors,,,2016
38,1106,Albania,2,N/A,4089,Dedicated_Labor_Inspectors,,,2016
39,1106,Albania,2,Yes,4090,Labor_Inspectors_Intl_Standards,,,2016
40,1106,Albania,2,Yes,4091,Authorized_Access_Penalties,,,2016
41,1106,Albania,2,Yes,4092,Labor_New_Employee_Training,,,2016
42,1106,Albania,2,Yes,4093,Labor_New_Law_Training,,,2016
43,1106,Albania,2,No,4094,Labor_Refresher_Courses,,,2016
44,1106,Albania,2,171,4095,Labor_Inspections,,,2016
45,1106,Albania,2,69,4096,Labor_Worksite_Inspections,,,2016
46,1106,Albania,2,102,4097,Labor_Desk_Review_Inspections,,,2016
47,1106,Albania,2,21,4098,Labor_Violations,,,2016
48,1106,Albania,2,10,4099,Labor_Penalties_Imposed,,,2016
49,1106,Albania,2,N/A,4100,Labor_Penalties_Collected,,,2016
50,1106,Albania,2,Yes,4101,Labor_Routine_Inspections_Conducted,,,2016
51,1106,Albania,2,Yes,4102,Labor_Routine_Inspections_Targeted,,,2016
52,1106,Albania,2,Yes,4103,Labor_Unannounced_Inspections_Premitted,,,2016
53,1106,Albania,2,Yes,4104,Labor_Unannounced_Inspections_Conducted,,,2016
54,1106,Albania,2,Yes,4105,Labor_Complaint_Mechanism,,,2016
55,1106,Albania,2,Yes,4106,Labor_Referral_Mechanism,,,2016
56,1107,Algeria,3,Yes,4107,Criminal_New_Employee_Training,,,2016
57,1107,Algeria,3,N/A,4108,Criminal_New_Law_Training,,,2016
58,1107,Algeria,3,Yes,4109,Criminal_Refresher_Courses,,,2016
59,1107,Algeria,3,Unknown,4110,Criminal_Investigations,,,2016
60,1107,Algeria,3,Unknown,4111,Criminal_Violations,,,2016
61,1107,Algeria,3,117,4112,Criminal_Prosecutions,,,2016
62,1107,Algeria,3,89,4113,Criminal_Convictions,,,2016
63,1107,Algeria,3,Yes,4114,Criminal_Referral_Mechanism,,,2016
64,1107,Algeria,3,21000000,4115,Labor_Funding,,,2016
65,1107,Algeria,3,563,4116,Labor_Inspectors,,,2016
66,1107,Algeria,3,0,4117,Dedicated_Labor_Inspectors,,,2016
67,1107,Algeria,3,No,4118,Labor_Inspectors_Intl_Standards,,,2016
68,1107,Algeria,3,No,4119,Authorized_Access_Penalties,,,2016
69,1107,Algeria,3,Yes,4120,Labor_New_Employee_Training,,,2016
70,1107,Algeria,3,N/A,4121,Labor_New_Law_Training,,,2016
71,1107,Algeria,3,Yes,4122,Labor_Refresher_Courses,,,2016
72,1107,Algeria,3,11575,4123,Labor_Inspections,,,2016
73,1107,Algeria,3,11575,4124,Labor_Worksite_Inspections,,,2016
74,1107,Algeria,3,N/A,4125,Labor_Desk_Review_Inspections,,,2016
75,1107,Algeria,3,12,4126,Labor_Violations,,,2016
76,1107,Algeria,3,Unknown,4127,Labor_Penalties_Imposed,,,2016
77,1107,Algeria,3,Unknown,4128,Labor_Penalties_Collected,,,2016
78,1107,Algeria,3,Yes,4129,Labor_Routine_Inspections_Conducted,,,2016
79,1107,Algeria,3,Yes,4130,Labor_Routine_Inspections_Targeted,,,2016
80,1107,Algeria,3,Yes,4131,Labor_Unannounced_Inspections_Premitted,,,2016
81,1107,Algeria,3,Yes,4132,Labor_Unannounced_Inspections_Conducted,,,2016
82,1107,Algeria,3,Yes,4133,Labor_Complaint_Mechanism,,,2016
83,1107,Algeria,3,Yes,4134,Labor_Referral_Mechanism,,,2016
84,1108,Angola,4,Unknown,4135,Criminal_New_Employee_Training,,,2016
85,1108,Angola,4,N/A,4136,Criminal_New_Law_Training,,,2016
86,1108,Angola,4,Yes,4137,Criminal_Refresher_Courses,,,2016
87,1108,Angola,4,2,4138,Criminal_Investigations,,,2016
88,1108,Angola,4,Unknown,4139,Criminal_Violations,,,2016
89,1108,Angola,4,4,4140,Criminal_Prosecutions,,,2016
90,1108,Angola,4,Unknown,4141,Criminal_Convictions,,,2016
91,1108,Angola,4,Yes,4142,Criminal_Referral_Mechanism,,,2016
92,1108,Angola,4,Unknown,4143,Labor_Funding,,,2016
93,1108,Angola,4,153,4144,Labor_Inspectors,,,2016
94,1108,Angola,4,0,4145,Dedicated_Labor_Inspectors,,,2016
95,1108,Angola,4,No,4146,Labor_Inspectors_Intl_Standards,,,2016
96,1108,Angola,4,Yes,4147,Authorized_Access_Penalties,,,2016
97,1108,Angola,4,Yes,4148,Labor_New_Employee_Training,,,2016
98,1108,Angola,4,Yes,4149,Labor_New_Law_Training,,,2016
99,1108,Angola,4,Yes,4150,Labor_Refresher_Courses,,,2016
100,1108,Angola,4,5261,4151,Labor_Inspections,,,2016
101,1108,Angola,4,Unknown,4152,Labor_Worksite_Inspections,,,2016
102,1108,Angola,4,Unknown,4153,Labor_Desk_Review_Inspections,,,2016
103,1108,Angola,4,Unknown,4154,Labor_Violations,,,2016
104,1108,Angola,4,Unknown,4155,Labor_Penalties_Imposed,,,2016
105,1108,Angola,4,Unknown,4156,Labor_Penalties_Collected,,,2016
106,1108,Angola,4,Yes,4157,Labor_Routine_Inspections_Conducted,,,2016
107,1108,Angola,4,Yes,4158,Labor_Routine_Inspections_Targeted,,,2016
108,1108,Angola,4,Yes,4159,Labor_Unannounced_Inspections_Premitted,,,2016
109,1108,Angola,4,Yes,4160,Labor_Unannounced_Inspections_Conducted,,,2016
